antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
{'_spottedutfpr_'},{'nuape.ct'},0.23143080531665364,0.053166536356528536,0.026583268178264268,0.11486486486486486,2.160472972972973,0.014278893853375725,1.069704981826212,0.698880976602238
{'nuape.ct'},{'_spottedutfpr_'},0.053166536356528536,0.23143080531665364,0.026583268178264268,0.5,2.160472972972973,0.014278893853375725,1.5371383893666928,0.5672997522708506
{'aaadec'},{'nuape.ct'},0.1235340109460516,0.053166536356528536,0.018764659890539485,0.1518987341772152,2.8570364854802683,0.012196784406308439,1.1164155765348396,0.7415997621171573
{'nuape.ct'},{'aaadec'},0.053166536356528536,0.1235340109460516,0.018764659890539485,0.35294117647058826,2.8570364854802683,0.012196784406308439,1.3545383467197385,0.686484998623727
{'alguresutfpr'},{'nuape.ct'},0.06254886630179828,0.053166536356528536,0.010164190774042221,0.1625,3.056433823529412,0.0068386841997480205,1.1305474192757867,0.7177134791813692
{'nuape.ct'},{'alguresutfpr'},0.053166536356528536,0.06254886630179828,0.010164190774042221,0.1911764705882353,3.0564338235294124,0.0068386841997480205,1.1590304925723223,0.7106015371911327
{'avalancheutfpr'},{'nuape.ct'},0.1892103205629398,0.053166536356528536,0.023455824863174355,0.12396694214876033,2.3316723383568303,0.013396167475934398,1.080819331140189,0.7044037287045967
{'nuape.ct'},{'avalancheutfpr'},0.053166536356528536,0.1892103205629398,0.023455824863174355,0.44117647058823534,2.3316723383568307,0.013396167475934398,1.4508867947821076,0.6031929534819709
{'nuape.ct'},{'beyonce'},0.053166536356528536,0.07427677873338545,0.010164190774042221,0.1911764705882353,2.573839009287926,0.006215151717067858,1.1445305281114506,0.6458108365622818
{'beyonce'},{'nuape.ct'},0.07427677873338545,0.053166536356528536,0.010164190774042221,0.1368421052631579,2.573839009287926,0.006215151717067858,1.0969412078796315,0.6605379417879418
{'cac.utfpr'},{'nuape.ct'},0.0906958561376075,0.053166536356528536,0.0218921032056294,0.2413793103448276,4.540060851926978,0.01707011867290281,1.2480986566209398,0.857511362240511
{'nuape.ct'},{'cac.utfpr'},0.053166536356528536,0.0906958561376075,0.0218921032056294,0.411764705882353,4.540060851926978,0.01707011867290281,1.5458170445660675,0.8235224725728443
{'cadut_utfpr'},{'nuape.ct'},0.06958561376075059,0.053166536356528536,0.014855355746677092,0.21348314606741572,4.015366820885657,0.011155729682774793,1.203831118060985,0.8071207430340557
{'nuape.ct'},{'cadut_utfpr'},0.053166536356528536,0.06958561376075059,0.014855355746677092,0.27941176470588236,4.015366820885657,0.011155729682774793,1.291187311515693,0.7931244295710373
{'cafezineos'},{'nuape.ct'},0.04847537138389367,0.053166536356528536,0.014855355746677092,0.3064516129032258,5.76399430740038,0.012278088151599087,1.365201738276633,0.8686156640574321
{'nuape.ct'},{'cafezineos'},0.053166536356528536,0.04847537138389367,0.014855355746677092,0.27941176470588236,5.763994307400379,0.012278088151599087,1.3204831580794945,0.8729192924507801
{'cervejadaavalanche'},{'nuape.ct'},0.10242376856919469,0.053166536356528536,0.01563721657544957,0.15267175572519082,2.8715761113605742,0.010191699560042814,1.1174340877233762,0.7261324041811846
{'nuape.ct'},{'cervejadaavalanche'},0.053166536356528536,0.10242376856919469,0.01563721657544957,0.29411764705882354,2.8715761113605747,0.010191699560042814,1.2715663278603078,0.688356729975227
{'nuape.ct'},{'cine_passeio'},0.053166536356528536,0.09382329945269742,0.014855355746677092,0.27941176470588236,2.978063725490196,0.00986709588523579,1.2575513395350322,0.7015081055239254
{'cine_passeio'},{'nuape.ct'},0.09382329945269742,0.053166536356528536,0.014855355746677092,0.15833333333333335,2.9780637254901965,0.00986709588523579,1.1249506498734314,0.7329821533990282
{'coletivopluraisutfpr'},{'nuape.ct'},0.033620015637216574,0.053166536356528536,0.013291634089132134,0.3953488372093023,7.436046511627906,0.011504174305449002,1.5659168821795875,0.8956310679611652
{'nuape.ct'},{'coletivopluraisutfpr'},0.053166536356528536,0.033620015637216574,0.013291634089132134,0.25,7.436046511627907,0.011504174305449002,1.2885066458170444,0.9141205615194056
{'conexao.assae'},{'nuape.ct'},0.024237685691946835,0.053166536356528536,0.0109460516028147,0.45161290322580644,8.494307400379506,0.009657417805275697,1.7265786689969187,0.9041895604395604
{'nuape.ct'},{'conexao.assae'},0.053166536356528536,0.024237685691946835,0.0109460516028147,0.2058823529411765,8.494307400379506,0.009657417805275697,1.2287377291286596,0.9318155007667808
{'conexaoutfpr'},{'nuape.ct'},0.04143862392494136,0.053166536356528536,0.0109460516028147,0.2641509433962264,4.968368479467259,0.00874290349734479,1.2867223993103585,0.8332556513633185
{'nuape.ct'},{'conexaoutfpr'},0.053166536356528536,0.04143862392494136,0.0109460516028147,0.2058823529411765,4.968368479467259,0.00874290349734479,1.2070772883908147,0.8435767370532027
{'curitiba_pmc'},{'nuape.ct'},0.31430805316653637,0.053166536356528536,0.02501954652071931,0.07960199004975124,1.4972197834357623,0.00830887598489095,1.0287217632018257,0.4843215507411629
{'nuape.ct'},{'curitiba_pmc'},0.053166536356528536,0.31430805316653637,0.02501954652071931,0.47058823529411764,1.4972197834357623,0.00830887598489095,1.2951958995743202,0.35074318744838967
{'curitibacult'},{'nuape.ct'},0.1305707584050039,0.053166536356528536,0.012509773260359656,0.09580838323353294,1.802042972877774,0.005567778286520512,1.047160188267945,0.5119154676258992
{'nuape.ct'},{'curitibacult'},0.053166536356528536,0.1305707584050039,0.012509773260359656,0.23529411764705882,1.802042972877774,0.005567778286520512,1.1369459313165335,0.47006606110652355
