antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
{'cosmonautmolly'},{'dasc.utfpr'},0.014855355746677092,0.04143862392494136,0.010164190774042221,0.6842105263157895,16.51142005958292,0.009548605273984453,3.035444357571019,0.9536019536019535
{'dasc.utfpr'},{'cosmonautmolly'},0.04143862392494136,0.014855355746677092,0.010164190774042221,0.24528301886792453,16.511420059582917,0.009548605273984453,1.3053166536356529,0.9800476847785168
{'curitiba_pmc'},{'dasc.utfpr'},0.31430805316653637,0.04143862392494136,0.01563721657544957,0.04975124378109452,1.2006007697362244,0.0026127233637009938,1.0087478355554282,0.24367160775370564
{'dasc.utfpr'},{'curitiba_pmc'},0.04143862392494136,0.31430805316653637,0.01563721657544957,0.3773584905660377,1.2006007697362244,0.0026127233637009938,1.1012628237022295,0.17430668841761818
{'dasc.utfpr'},{'graduacao_utfpr_curitiba'},0.04143862392494136,0.13604378420641125,0.01563721657544957,0.3773584905660377,2.773801778356105,0.009999749364394215,1.3875660435472787,0.6671288743882544
{'graduacao_utfpr_curitiba'},{'dasc.utfpr'},0.13604378420641125,0.04143862392494136,0.01563721657544957,0.11494252873563218,2.773801778356105,0.009999749364394215,1.0830498664744168,0.7401809954751131
{'lucasinutilismo'},{'dasc.utfpr'},0.1313526192337764,0.04143862392494136,0.010164190774042221,0.07738095238095238,1.8673629829290208,0.004721118984057742,1.038956846326515,0.5347227030395348
{'dasc.utfpr'},{'lucasinutilismo'},0.04143862392494136,0.1313526192337764,0.010164190774042221,0.24528301886792453,1.8673629829290206,0.004721118984057742,1.1509577795152461,0.4845651901116828
{'luh367'},{'dasc.utfpr'},0.020328381548084442,0.04143862392494136,0.010164190774042221,0.5,12.066037735849056,0.009321810616068432,1.9171227521501173,0.9361532322426177
{'dasc.utfpr'},{'luh367'},0.04143862392494136,0.020328381548084442,0.010164190774042221,0.24528301886792453,12.066037735849056,0.009321810616068432,1.298064894448788,0.9567699836867862
{'netflixbrasil'},{'dasc.utfpr'},0.2799061767005473,0.04143862392494136,0.011727912431587178,0.04189944134078213,1.0111204806577423,0.00012898564102501418,1.0004809697809651,0.015273253709735809
{'dasc.utfpr'},{'netflixbrasil'},0.04143862392494136,0.2799061767005473,0.011727912431587178,0.2830188679245283,1.011120480657742,0.00012898564102501418,1.004341385128184,0.01147362697118
{'pedraolar'},{'dasc.utfpr'},0.10711493354182955,0.04143862392494136,0.010164190774042221,0.09489051094890512,2.2899049717669744,0.00572549532625726,1.0590557138893792,0.6308770039067764
{'dasc.utfpr'},{'pedraolar'},0.04143862392494136,0.10711493354182955,0.010164190774042221,0.24528301886792453,2.2899049717669744,0.00572549532625726,1.1830727130570757,0.5876521520893463
