antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
{'_spottedutfpr_'},{'meninasnascienciasutfpr'},0.23143080531665364,0.03440187646598905,0.014073494917904612,0.06081081081081081,1.7676597051597052,0.006111840942976732,1.0281188653455657,0.565050299536566
{'meninasnascienciasutfpr'},{'_spottedutfpr_'},0.03440187646598905,0.23143080531665364,0.014073494917904612,0.4090909090909091,1.7676597051597052,0.006111840942976732,1.3006555602333556,0.44975258659469186
{'meninasnascienciasutfpr'},{'abelhas.utfpr'},0.03440187646598905,0.022673964034401875,0.010164190774042221,0.29545454545454547,13.030564263322885,0.009384163864336449,1.3871724381447197,0.9561507318592339
{'abelhas.utfpr'},{'meninasnascienciasutfpr'},0.022673964034401875,0.03440187646598905,0.010164190774042221,0.4482758620689656,13.030564263322887,0.009384163864336449,1.7501465989053948,0.9446769230769231
{'avalancheutfpr'},{'meninasnascienciasutfpr'},0.1892103205629398,0.03440187646598905,0.011727912431587178,0.06198347107438017,1.8017468069120963,0.005218722357490735,1.0294041669393421,0.5488267438122791
{'meninasnascienciasutfpr'},{'avalancheutfpr'},0.03440187646598905,0.1892103205629398,0.011727912431587178,0.34090909090909094,1.8017468069120963,0.005218722357490735,1.2301636515596774,0.4608367071524967
{'caabs_utfpr'},{'meninasnascienciasutfpr'},0.03440187646598905,0.03440187646598905,0.011727912431587178,0.34090909090909094,9.90960743801653,0.010544423327206006,1.4650454288102237,0.9311201079622132
{'meninasnascienciasutfpr'},{'caabs_utfpr'},0.03440187646598905,0.03440187646598905,0.011727912431587178,0.34090909090909094,9.90960743801653,0.010544423327206006,1.4650454288102237,0.9311201079622132
{'curitiba_pmc'},{'meninasnascienciasutfpr'},0.31430805316653637,0.03440187646598905,0.01641907740422205,0.05223880597014925,1.5184871099050203,0.0056062905869213465,1.0188200673508463,0.4979638377585927
{'meninasnascienciasutfpr'},{'curitiba_pmc'},0.03440187646598905,0.31430805316653637,0.01641907740422205,0.47727272727272735,1.5184871099050206,0.0056062905869213465,1.3117585069857567,0.3536148062463853
{'meninasnascienciasutfpr'},{'dalputfpr'},0.03440187646598905,0.04143862392494136,0.011727912431587178,0.34090909090909094,8.226843910806176,0.010302346010400766,1.4543689843897443,0.9097435897435897
{'dalputfpr'},{'meninasnascienciasutfpr'},0.04143862392494136,0.03440187646598905,0.011727912431587178,0.2830188679245283,8.226843910806176,0.010302346010400766,1.3467552775605942,0.9164219684611201
{'meninasnascienciasutfpr'},{'dceutfpr.curitiba'},0.03440187646598905,0.14308053166536355,0.018764659890539485,0.5454545454545455,3.8122205663189277,0.013842421115499614,1.8852228303362004,0.7639676113360325
{'dceutfpr.curitiba'},{'meninasnascienciasutfpr'},0.14308053166536355,0.03440187646598905,0.018764659890539485,0.1311475409836066,3.812220566318928,0.013842421115499614,1.1113487836900882,0.8608576642335769
{'dirppgcuritiba'},{'meninasnascienciasutfpr'},0.07427677873338545,0.03440187646598905,0.012509773260359656,0.16842105263157897,4.895693779904307,0.009954512694082127,1.1611623004522917,0.8595861486486487
{'meninasnascienciasutfpr'},{'dirppgcuritiba'},0.03440187646598905,0.07427677873338545,0.012509773260359656,0.36363636363636365,4.895693779904307,0.009954512694082127,1.4547079191332515,0.824089068825911
{'meninasnascienciasutfpr'},{'eas.utfprct'},0.03440187646598905,0.03596559812353401,0.011727912431587178,0.34090909090909094,9.478754940711463,0.010490628367915953,1.4626728856056725,0.9263697705802969
{'eas.utfprct'},{'meninasnascienciasutfpr'},0.03596559812353401,0.03440187646598905,0.011727912431587178,0.32608695652173914,9.478754940711463,0.010490628367915953,1.4328230220182099,0.9278723979453908
{'extensaoct.utfpr'},{'meninasnascienciasutfpr'},0.0985144644253323,0.03440187646598905,0.017200938232994525,0.1746031746031746,5.075396825396826,0.013811855797721172,1.169859265050821,0.8907198612315699
{'meninasnascienciasutfpr'},{'extensaoct.utfpr'},0.03440187646598905,0.0985144644253323,0.017200938232994525,0.5,5.075396825396825,0.013811855797721172,1.8029710711493354,0.8315789473684212
{'meninasnascienciasutfpr'},{'graduacao_utfpr_curitiba'},0.03440187646598905,0.13604378420641125,0.01563721657544957,0.45454545454545453,3.3411703239289445,0.010957055117214936,1.5839197289549127,0.725668016194332
{'graduacao_utfpr_curitiba'},{'meninasnascienciasutfpr'},0.13604378420641125,0.03440187646598905,0.01563721657544957,0.11494252873563218,3.341170323928945,0.010957055117214936,1.0910004772397266,0.8110407239819005
{'internacionalutfpr'},{'meninasnascienciasutfpr'},0.07114933541829555,0.03440187646598905,0.011727912431587178,0.16483516483516483,4.7914585414585416,0.009280241783889755,1.1561767005473025,0.8519079685746352
{'meninasnascienciasutfpr'},{'internacionalutfpr'},0.03440187646598905,0.07114933541829555,0.011727912431587178,0.34090909090909094,4.7914585414585416,0.009280241783889755,1.4092906635032758,0.8194871794871795
{'meninasnascienciasutfpr'},{'nuape.ct'},0.03440187646598905,0.053166536356528536,0.0109460516028147,0.31818181818181823,5.984625668449199,0.00911702298695289,1.3886890800104248,0.8625795257374206
{'nuape.ct'},{'meninasnascienciasutfpr'},0.053166536356528536,0.03440187646598905,0.0109460516028147,0.2058823529411765,5.9846256684491985,0.00911702298695289,1.2159383777835695,0.8796744131178484
{'meninasnascienciasutfpr'},{'simdaqbi'},0.03440187646598905,0.04534792806880375,0.017200938232994525,0.5,11.025862068965518,0.01564088441358298,1.9093041438623926,0.9417004048582996
