antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
{'_spottedutfpr_'},{'cautecutfpr'},0.23143080531665364,0.0437842064112588,0.0218921032056294,0.0945945945945946,2.1604729729729732,0.011759089055721187,1.0561189362024903,0.6988809766022381
{'cautecutfpr'},{'_spottedutfpr_'},0.0437842064112588,0.23143080531665364,0.0218921032056294,0.5,2.160472972972973,0.011759089055721187,1.5371383893666928,0.5617334423548651
{'cautecutfpr'},{'aaa.maleficoz'},0.0437842064112588,0.0727130570758405,0.01563721657544957,0.3571428571428571,4.911674347158217,0.012453533075647326,1.4424463556598035,0.8328699918233852
{'aaa.maleficoz'},{'cautecutfpr'},0.0727130570758405,0.0437842064112588,0.01563721657544957,0.21505376344086022,4.911674347158218,0.012453533075647326,1.2181927233390812,0.8588532883642496
{'cautecutfpr'},{'aaadec'},0.0437842064112588,0.1235340109460516,0.01563721657544957,0.3571428571428571,2.891048824593128,0.010228377941376942,1.363391538528364,0.6840556009811938
{'aaadec'},{'cautecutfpr'},0.1235340109460516,0.0437842064112588,0.01563721657544957,0.12658227848101267,2.8910488245931285,0.010228377941376942,1.0947977926595733,0.7462979482604817
{'cautecutfpr'},{'avalancheutfpr'},0.0437842064112588,0.1892103205629398,0.018764659890539485,0.4285714285714286,2.2650531286894924,0.010480236159871285,1.4188819390148553,0.584082856364132
{'avalancheutfpr'},{'cautecutfpr'},0.1892103205629398,0.0437842064112588,0.018764659890539485,0.09917355371900827,2.2650531286894924,0.010480236159871285,1.061487257103098,0.688846030215365
{'cautecutfpr'},{'cac.utfpr'},0.0437842064112588,0.0906958561376075,0.013291634089132134,0.30357142857142855,3.3471366995073892,0.009320588003357295,1.3056674886229227,0.7333461593958925
{'cac.utfpr'},{'cautecutfpr'},0.0906958561376075,0.0437842064112588,0.013291634089132134,0.14655172413793105,3.3471366995073892,0.009320588003357295,1.1204144652150907,0.7711800111274087
{'cautecutfpr'},{'caeln.utfpr'},0.0437842064112588,0.0328381548084441,0.010164190774042221,0.23214285714285715,7.069302721088436,0.008726398225744433,1.2595596123424915,0.8978552110195609
{'caeln.utfpr'},{'cautecutfpr'},0.0328381548084441,0.0437842064112588,0.010164190774042221,0.30952380952380953,7.069302721088436,0.008726398225744433,1.384864252783694,0.8876935513960574
{'cantutfpr'},{'cautecutfpr'},0.020328381548084442,0.0437842064112588,0.011727912431587178,0.5769230769230769,13.176510989010987,0.010837850377879023,2.2601464212097517,0.9432827879755254
{'cautecutfpr'},{'cantutfpr'},0.0437842064112588,0.020328381548084442,0.011727912431587178,0.26785714285714285,13.176510989010987,0.010837850377879023,1.3380880642270065,0.9664213682202235
