antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
{'aeroutfprcuritiba'},{'avalancheutfpr'},0.03127443315089914,0.1892103205629398,0.017982799061767005,0.5750000000000001,3.038946280991736,0.012065353539861148,1.9077404222048477,0.6925992209706285
{'avalancheutfpr'},{'aeroutfprcuritiba'},0.1892103205629398,0.03127443315089914,0.017982799061767005,0.09504132231404959,3.038946280991736,0.012065353539861148,1.0704638683903307,0.827512473271561
{'aeroutfprcuritiba'},{'cervejadaavalanche'},0.03127443315089914,0.10242376856919469,0.011727912431587178,0.375,3.6612595419847325,0.008524667128406735,1.4361219702892885,0.7503362927091741
{'cervejadaavalanche'},{'aeroutfprcuritiba'},0.10242376856919469,0.03127443315089914,0.011727912431587178,0.11450381679389313,3.661259541984733,0.008524667128406735,1.093991803941657,0.8098141695702672
{'cromoconsultoria'},{'aeroutfprcuritiba'},0.024237685691946835,0.03127443315089914,0.010164190774042221,0.41935483870967744,13.408870967741937,0.009406170893136926,1.6683606984623405,0.9484097633136095
{'aeroutfprcuritiba'},{'cromoconsultoria'},0.03127443315089914,0.024237685691946835,0.010164190774042221,0.325,13.408870967741935,0.009406170893136926,1.4455737989748936,0.955298938349786
{'aeroutfprcuritiba'},{'crossbots'},0.03127443315089914,0.04769351055512119,0.014073494917904612,0.45,9.435245901639345,0.012581907410316772,1.731466344445234,0.9228768720294144
{'crossbots'},{'aeroutfprcuritiba'},0.04769351055512119,0.03127443315089914,0.014073494917904612,0.29508196721311475,9.435245901639345,0.012581907410316772,1.3742385948324454,0.938788542236818
{'aeroutfprcuritiba'},{'curitiba_pmc'},0.03127443315089914,0.31430805316653637,0.0109460516028147,0.35000000000000003,1.1135572139303482,0.0011162454052686052,1.054910687436098,0.10526922633460167
{'curitiba_pmc'},{'aeroutfprcuritiba'},0.31430805316653637,0.03127443315089914,0.0109460516028147,0.03482587064676617,1.1135572139303485,0.0011162454052686052,1.0036795821477797,0.14872129011239618
{'aeroutfprcuritiba'},{'daacel'},0.03127443315089914,0.03205629397967162,0.0109460516028147,0.35000000000000003,10.918292682926829,0.009943509179681889,1.4891441631081979,0.9377378069872018
{'daacel'},{'aeroutfprcuritiba'},0.03205629397967162,0.03127443315089914,0.0109460516028147,0.3414634146341463,10.918292682926829,0.009943509179681889,1.4710277126227087,0.938495268866836
{'aeroutfprcuritiba'},{'dceutfpr.curitiba'},0.03127443315089914,0.14308053166536355,0.014855355746677092,0.47500000000000003,3.3198087431693994,0.010380593223913572,1.632227558732641,0.7213372414086063
{'dceutfpr.curitiba'},{'aeroutfprcuritiba'},0.14308053166536355,0.03127443315089914,0.014855355746677092,0.10382513661202188,3.3198087431694,0.010380593223913572,1.0809559678864966,0.8154533230887439
{'formulautfpr'},{'aeroutfprcuritiba'},0.05238467552775606,0.03127443315089914,0.014073494917904612,0.26865671641791045,8.590298507462688,0.012435193884980263,1.324583938344689,0.9324349101576824
{'aeroutfprcuritiba'},{'formulautfpr'},0.03127443315089914,0.05238467552775606,0.014073494917904612,0.45,8.590298507462686,0.012435193884980263,1.722936953585898,0.9121155053358443
{'aeroutfprcuritiba'},{'imperadorutfpr'},0.03127443315089914,0.0437842064112588,0.013291634089132134,0.425,9.706696428571428,0.011922307852658052,1.6629839888499849,0.9259364762854295
{'imperadorutfpr'},{'aeroutfprcuritiba'},0.0437842064112588,0.03127443315089914,0.013291634089132134,0.30357142857142855,9.706696428571428,0.011922307852658052,1.3909905575269141,0.9380501178394498
{'aeroutfprcuritiba'},{'nasa'},0.03127443315089914,0.1563721657544957,0.012509773260359656,0.4,2.5580000000000003,0.0076193224158093605,1.406046390409174,0.6287328490718321
{'nasa'},{'aeroutfprcuritiba'},0.1563721657544957,0.03127443315089914,0.012509773260359656,0.08,2.5580000000000003,0.0076193224158093605,1.0529625726620662,0.721964782205746
{'aeroutfprcuritiba'},{'oquefazercuritiba'},0.03127443315089914,0.2071931196247068,0.011727912431587178,0.375,1.8099056603773584,0.0052480650625580366,1.2684910086004693,0.4619316653214959
{'oquefazercuritiba'},{'aeroutfprcuritiba'},0.2071931196247068,0.03127443315089914,0.011727912431587178,0.05660377358490566,1.8099056603773587,0.0052480650625580366,1.0268491008600469,0.564431295200526
