Unnamed: 0,follower,visited
7538,_vinicius.cardim,False
7539,studantetenebroso,False
7540,mandy_trelinski,False
7541,thecasteventos,False
7542,zeca_alb,False
7543,_ana.viana,False
7544,vivisber,False
7545,matheuskunnen,False
7546,andrin3,False
7547,tonydenisjr,False
7548,guii.kaiser,True
7549,andre_felipe.ss,False
7550,evandropezoti,False
7551,marcieldo_gas_,False
7552,moisespdias,False
7553,diego.mdf,False
7554,alineboucinhas,False
7555,fabiolavvieira,Private
7556,mfaviles,False
7557,leco.am,False
7558,lucinete7440,False
7559,pedrocarlinp,Private
7560,kovalczkowski,False
7561,alepmaia,False
7562,_vitorneves_,True
7563,isa.osinski,False
7564,si.bomfim,False
7565,victorselhorst_,False
7566,am4zzyng,False
7567,pietropaganii,False
7568,_g.martines_,False
7569,ndawmansour,False
7570,may._gaby,False
7571,ericajjeni,False
7572,mat.aga.eus,False
7573,louizrib,False
7574,daniel.ssalles,True
7575,rosanarocha145,False
7576,leticiamidorikawa,False
7577,glauberbrante,False
7578,soraya_2245,False
7579,mateo0_,False
7580,ba_rech,False
7581,rafazm21,False
7582,augustodezoti,False
7583,andersonboiko,True
7584,jcotriim,False
7585,m1l0g,False
7586,jpmtarastchuk,False
7587,lucas.yuk2,False
7588,vncs_ribeiro,False
7589,anainglat,True
7590,rafaasochodo,False
7591,jose_geraldo_v,False
7592,felipe_paitra,False
7593,theus.nardelli,False
7594,emersonambrogj,False
7595,brun0_ad,False
7596,nickhgr_,False
7597,vini.delara,False
7598,joaovitorcassilhaoficial,False
7599,felipeunserk,False
7600,caua_luck7,False
7601,bru_yoshi,False
7602,henrique_nastari,False
7603,kelly_beatrixd,False
7604,yuri.ott,False
7605,pabloqrino,False
7606,mateuscharnobay,False
7607,leandrafiat,False
7608,maria.flors,False
7609,idanielle92,False
7610,triska.oficial,False
7611,lea_mauraa,False
7612,nati_cntn,False
7613,cristiane.portobello,False
7614,isasveiga_,False
7615,capit.utfpr,False
7616,juan.zamzoum,False
7617,beatrizmisu,False
7618,natalymends,False
7619,fer.ollv,False
7620,educoradin_,False
7621,jaifabrasil,False
7622,g.calegaro,False
7623,handreowyllyann,False
7624,marcela.couto9,False
7625,gi_zanelatto,True
7626,yureiyureinomi,False
7627,zampieriiii,False
7628,zimmermannmarileia,False
7629,thiagomatoso_cr,True
7630,maykonperini,True
7631,noam_serique,False
7632,elenbea_,False
7633,rodrigo.inovacao,False
7634,narareich,False
7635,brother_of_jorel,False
7636,prof_grazimazucato,False
7637,isabela_antoniacomi,False
7638,serambiental.utfpr,False
7639,wellingtton_mendess,False
7640,_gabrielisantos,False
7641,heloisa.borgees,False
7642,maicols03,False
7643,ju.rossal,False
7644,edercca,False
7645,divulganoix_utfpr,False
7646,joaoantonio________,True
7647,ba_tut5,False
7648,fabricia_simao,False
7649,eduuardobc,False
7650,naurbe,False
7651,wagner_maxtronik,False
7652,mariaollivia_,False
7653,marielo1303m,False
7654,thadar.y,False
7655,silvaniasll,Private
7656,tiagocanto_d,True
7657,celo_jo,False
7658,murillo_matts,False
7659,anah.liv,False
7660,matheus_hazelski,True
7661,athosroth,False
7662,isblwwn,False
7663,anne.meloo,False
7664,sophiasantosmoti,False
7665,rosanelanger,False
7666,elisa__ruiz,False
7667,lucas_pietruza,Private
7668,lespapillonz_,False
7669,gustavo_angelle,False
7670,rhuancandoti,False
7671,dany_lmr,False
7672,mil_luiss,False
7673,jennifervelasques,Private
7674,jssica.jpg,False
7675,gilupp,False
7676,cistanner,False
7677,camilasteciuk,False
7678,joaorochz,False
7679,air_ing18,Private
7680,janainafadel,False
7681,nataliaacco,False
7682,jaquee.arient,False
7683,hayanajaines,Private
7684,fabidelamar,False
7685,leticia_demura,False
7686,brunaolivecwb,False
7687,isabella_0_12,False
7688,carollealribas,False
7689,a.marcondesss,False
7690,__amoretti,False
7691,amandatsrosa,False
7692,helena_zr_,False
7693,hany_pauls,Private
7694,peleguaripuna,False
7695,josemarciozoteli,False
7696,elias.antunes_oficial,False
7697,jhambrusch,False
7698,profalanabraga,False
7699,fabkaori,False
7700,iam_gege_,False
7701,anasalazar01,False
7702,dryka.vale,False
7703,jordana_santos_dranka,False
7704,maurenluc,False
7705,naomikeiko_,False
7706,goldencassio,False
7707,rosana.moraes2,False
7708,gabiisimao,Private
7709,brwebmedia,False
7710,llindsiepe,False
7711,helocolli,False
7712,_livro015,False
7713,karolinesanches,False
7714,marcelinho0179,False
7715,andre_rocco12,False
7716,041_nicolasx,False
7717,julioc7r,False
7718,cristiane.barbosa.79230,False
7719,lsantxxs,False
7720,matheusbenatti_,False
7721,criss_cristianne,False
7722,magnuslogan23,False
7723,franknavy,False
7724,biadolfini,False
7725,adeabacaxi,False
7726,_amandioca,False
7727,rickmatheus_03,False
7728,sseixaspaulo,False
7729,wesleyalvesmesquita,False
7730,marinleitzk,False
7731,meimilany,Private
7732,situardo,False
7733,everlaurentino,False
7734,christianorlucio,False
7735,alinekonno,False
7736,juliocezarsilva98,False
7737,marcela.evelyn_,False
7738,renatta_albino,False
7739,hyonboklucas,False
7740,vanessilveira,False
7741,ferconik,False
7742,manuuzess,False
7743,dubuenoo_,False
7744,rafmenta,False
7745,acarolina632,False
7746,joaoenrico_,False
7747,flavia_boiron,False
7748,heliotozatti,False
7749,murilomuriana,True
7750,vinirocha_93,False
7751,tedibeak,False
7752,lucyana.araujo.10,False
7753,tokyo.ccg,False
7754,viniciusbunick,False
7755,renata_luck,Private
7756,piscinianu,False
7757,carrarawave,False
7758,rubiatumler,False
7759,kock.vitor,False
7760,_juschneider,False
7761,biancaqva,False
7762,maweingartner,False
7763,tatimohr_,False
7764,_nick_marques_,False
7765,nati_natili,False
7766,missaoalianca,False
7767,theiguru,False
7768,vini.canestraro,False
7769,anarodrigues__1,False
7770,daviromanzini,False
7771,tainarasilva__,False
7772,andre_delemos,False
7773,vanessa_erance,False
7774,matheusawolski,False
7775,biaakatsu,Private
7776,dudicalara,False
7777,mark_scremin,False
7778,davigrobb,False
7779,renalton,False
7780,souzabduda,False
7781,angelow_gbr,False
7782,oripalma,False
7783,mauriciodorio,False
7784,nicole.silva02,False
7785,caio.caesars,False
7786,vini.alberti_,False
7787,bii_srgll,Private
7788,_kachenski,Private
7789,jonn_bores,False
7790,caiomwnunes,True
7791,arthur.buratti,False
7792,elen_cristinee,False
7793,brusantos.93,False
7794,bereoff,False
7795,enzolobo09,False
7796,marcela_c._ferro,False
7797,joao_oliveira_candido,False
7798,ritaclor,False
7799,kgfs_klein,Invalid
7800,jp.jejs,False
7801,_gabriell.cwb_,False
7802,andrefluz,False
7803,petra.jamhour,False
7804,guifreitas4,False
7805,yale.kone,False
7806,gabi.tiseraa,False
7807,euridesneiva,False
7808,caiene_nene,False
7809,leo.hscamargo,False
7810,priharada,False
7811,marcos_sivis,False
7812,l_kaminski_,False
7813,guilherme_ramos27,False
7814,gabrielgetten,False
7815,gomes__e,False
7816,valeriahaluc,False
7817,kalil.zahoui,False
7818,mclmorais,False
7819,breemotta,False
7820,renancavila,False
7821,joojkun,Error
7822,_gatisbleudo,False
7823,rafa._.wolff,False
7824,fabiohfh03,False
7825,hebiinho,False
7826,jubassauro7,True
7827,ruffles_teiv,False
7828,lheandro_,False
7829,joaonadolny_,False
7830,nao_visualizo_stories,False
7831,4claudiovinicius,False
7832,gabriel_biaggi,False
7833,gilm4r,Private
7834,willmuzel,False
7835,vargas.vinnycius,False
7836,jovanebandeira,False
7837,wander.rynaldo,Private
7838,otaviohva,Private
7839,ggsophos,False
7840,lucasmauriciooo,False
7841,eduarda.remor,False
7842,luiz.fbh,False
7843,novais.everton94,False
7844,andressaa.lp,False
7845,erikkachel,False
7846,_enzogaio,False
7847,andrea.torrente,False
7848,daiana.m.damiani,False
7849,gk.ito,False
7850,brealvsz,True
7851,mari_limaj,False
7852,lorenzospizewski,False
7853,isabelly_ruvinski,False
7854,simplicio9980,False
7855,_amandafuchs,Private
7856,emilytali_mily,False
7857,mariacarolin.e,False
7858,click.ctba,False
7859,alesff_pv,False
7860,luigi.docx,False
7861,podologa_ivetegomes,False
7862,monteiro_tanialucia,False
7863,jackelinecornelsen,False
7864,ohenripaixao,False
7865,rontanijanaina,False
7866,lub.ms,False
7867,diegomamprim,False
7868,isabulow,False
7869,pantographbrindes,False
7870,rhuan.p.almeida,False
7871,rnpbrasil,False
7872,joao.v.nogueira,False
7873,savio.aaalencar,False
7874,andressa_kol,False
7875,chicotigrinho_,False
7876,rosicleiafranca_,False
7877,nf.ferreira,False
7878,aime_vl,Private
7879,daniolloo,False
7880,ali.sil4,False
7881,_.maria.e.duarda,False
7882,recursosderedacao,False
7883,rfrancinne,False
7884,rodrigo_eggea,False
7885,ericksantos77,False
7886,bztreia,False
7887,diegoruy,False
7888,ricardoyuaoca,False
7889,larissayn_,False
7890,a.paula_s,False
7891,luizwosch,False
7892,vandesalesdesign,False
7893,katiajesus1904,False
7894,g.hira_,False
7895,jamesfrancoo007,False
7896,faustanikus,False
7897,josi_nichele,False
7898,the.walker_walking,False
7899,rv1690,False
7900,ivoni_zf,False
7901,a.milche,False
7902,geo_xav07,False
7903,__dahmer,False
7904,joseluisdreis,False
7905,gustavo_maskow,False
7906,cinzinha_e_lindo,False
7907,biancamegumi,False
7908,ps.sofia,False
7909,diego_zem,False
7910,waldorrlff,False
7911,certamenteumdoswil,False
7912,larissaeickhoff,False
7913,rjrobsonjunior,False
7914,criswenglarek,False
7915,nandacristinaah,Private
7916,rafavolto,False
7917,pedrow.salmazo,False
7918,bruu.assis,False
7919,ju.ne_4,False
7920,daianerosseto,False
7921,pauloporlan,False
7922,vit_gr00,False
7923,andre.prasel,False
7924,mi.muler,False
7925,sei_sicite,False
7926,miguel.brack,False
7927,bruno_rosseto1,False
7928,bieltozzi,False
7929,utfdv_news,False
7930,rafaanciutti,False
7931,michelangelo.cali,Private
7932,garbbin.rodrigo,False
7933,ribeiroxexeu,False
7934,gislaine_amorim_oliveira,False
7935,felipekryminice,False
7936,b.bahniuk,False
7937,tayla.pc,False
7938,brenobirkg_,False
7939,brenulo,False
7940,saulpics,True
7941,felipestillner,False
7942,leo936372,False
7943,menteinquieta2020,False
7944,pamelamanosso,False
7945,lucasdcscodro,False
7946,cryptosilva,False
7947,augusto_mori,False
7948,pmaestro_33,False
7949,antoniodarcijaros,False
7950,williammoraes_,False
7951,joaquimjustino5,False
7952,roselei.sala,False
7953,gabiboydecrocs,False
7954,gustavo_fedalto,False
7955,andresnege,False
7956,gustavo_gama_vallim,False
7957,mllaino,False
7958,adriele_carolinsp,False
7959,geocampos,False
7960,ana_ercilia_lima,False
7961,mateuskih,False
7962,j.iareck,False
7963,claudia.toporoski,False
7964,indiciusreflectivo,False
7965,_euacarol031,False
7966,tatiani.schmitt,False
7967,jonas_renno,False
7968,silvana.renno,False
7969,pedro.cp_,False
7970,anavitmarc,False
7971,medicoemformacao2022,False
7972,thavillagemima,False
7973,luana.seri,False
7974,amychasingflowers,False
7975,cassydys,False
7976,rafaely.almeida,False
7977,m.vitoriavictal,False
7978,alisonmrt,False
7979,adriaansantos,False
7980,maggie_pvd,False
7981,cristiane.english,False
7982,danilo_cmm,False
7983,flavioeduardofernandes,False
7984,gabrield_fernandes,False
7985,let.moony,False
7986,henriq._abreu,False
7987,livia__santtos,False
7988,renato.uehara,False
7989,let_mats,False
7990,g.adamee,False
7991,gabs.mma,False
7992,leandroceconn,Private
7993,camih_rios,Private
7994,exercaseudireito,False
7995,adriellyof,False
7996,regiane.pelaquini,Private
7997,lauro_mascarenhas,False
7998,camisantiagocampos,False
7999,carvalhopaablo,False
8000,rubiacppaula,False
8001,iag0g,False
8002,juliarroque,True
8003,liquid.easy,True
8004,nicolau_da_selva019,False
8005,prosperamilhas_rags,Error
8006,cesaraugustosb,False
8007,luisaglima1968,False
8008,sarasegalla,False
8009,cintiapaiaoo,False
8010,livr_bombeirocivil_defesacivil,False
8011,mirandaliss_,False
8012,jar.olie,False
8013,mariaaavz_,False
8014,_just_about.me_,False
8015,fabio_petroskii,True
8016,shirlei_massa,False
8017,iza.gabrielly18,False
8018,aline.pereira1980,False
8019,_spottedutfpr_,False
8020,_franjunior_,False
8021,aaallan.oliveira,False
8022,vicalipo,False
8023,cichao_,False
8024,lchioqueta,False
8025,luanagaudencio1,False
8026,laura_a.duarte,Private
8027,victor.r.ribeiro13,False
8028,edjanemadza,False
8029,jaque.miriam,False
8030,andrehfrs,False
8031,colmorski,False
8032,fabiolucascruz,False
8033,iara7soares,False
8034,fabiovizeu,False
8035,nicia.schmidt,False
8036,gabsvie.dg,False
8037,sincoralarissa,False
8038,pedro_fmoraes,False
8039,fb.izidoro,False
8040,anaclarasvm,False
8041,eliane.caviquioli,False
8042,couto_perera,Private
8043,agrodesenvolvimento,False
8044,cautecutfpr,False
8045,dedacharane,Error
8046,casagrande.maira,Private
8047,taylor_oliveira1,False
8048,hbrielam,False
8049,djnatanmix,False
8050,viti_ssz,False
8051,naebaixada,False
8052,welitondamaia,False
8053,eveelin.silva,False
8054,lilian_wmat,False
8055,_lucasoli31,False
8056,andrevceccon,False
8057,cintianowak1,False
8058,erickgmartins_,Private
8059,mayaraniedermeier,False
8060,lullibatalha,False
8061,sof_machado,Invalid
8062,claudiabr55,False
8063,extensao_ufpr,False
8064,aassuips,False
8065,rodolfoviturino,False
8066,__isamartins24,False
8067,enzo_zoen,False
8068,deborrrxx,False
8069,whatisin4,False
8070,andreamassula,False
8071,pri_zimermann,False
8072,mayy_uchoa,False
8073,li.li.ana.x,False
8074,lethicyayukari,False
8075,elis_glamurosa,Private
8076,bocard1,False
8077,xixorro,False
8078,isaereno,False
8079,leo_pfs,False
8080,mano_marconato82,False
8081,honeypam21,Private
8082,sol_latenek,False
8083,marta_bertolin_barbosa,False
8084,kerolyndalmazo,False
8085,carollinevictor,False
8086,sarahfabi3,False
8087,morteusss,False
8088,silvanaamotta,False
8089,alexcarpitan,False
8090,gab_redheart,False
8091,matheussilva.1.1,Private
8092,ericomadruga,Private
8093,aaerfl,False
8094,fer_carol_,False
8095,camilafsalvadorr,False
8096,otavio.ab_,False
8097,clararegina_,False
8098,felippigoncalves,False
8099,flrelogiosbr,False
8100,mauriciop1974,True
8101,leo.vieira_c,False
8102,_merchiori,False
8103,deivid_silsam,False
8104,sofia_badin,False
8105,loiva_pauli,False
8106,goiod_,False
8107,gpaafs,False
8108,cardooso.exe,Private
8109,duartenunororiz8,Private
8110,ferrada___,False
8111,nicole_rrosa,False
8112,deus_e_maiscf,False
8113,luanarafaelacastro,Private
8114,bibbidibobbiddiboo,False
8115,willdallin_,False
8116,joaomakuch,False
8117,adryan.mkt,True
8118,ana_brug,True
8119,prof.luciana.rosenau,False
8120,crystyane_machado,False
8121,g_smascarenhos,False
8122,lourraynediaas,False
8123,manu_thebooklover,Private
8124,joaonascimbem,False
8125,nelsonuesu,False
8126,pedroafflc,False
8127,pedalutf,False
8128,kamikmki,False
8129,lucineideschragle,False
8130,_rafaathayde,False
8131,guastuci,False
8132,keilalaais,False
8133,g_carvalhojr,False
8134,fernandasfajardo,False
8135,tastingaway,False
8136,marcos_viniciuss_,False
8137,fernandaabila,False
8138,lebuen0,False
8139,v_errera,False
8140,pacheco_vinny_,True
8141,enzobevil,False
8142,lucimaraciesla,False
8143,paula.assis9,False
8144,oquendo.3455,False
8145,notalexc,False
8146,profflauzino,False
8147,rafakulik,False
8148,garota.green,True
8149,karinpriscilla,False
8150,gabrielwonso,False
8151,caiothebat,False
8152,breadbaker19,False
8153,gio.guarda,False
8154,pedroribeiroo_,False
8155,bruna.luta,False
8156,migsafer,True
8157,helircamposrodrigues,True
8158,gabrieleleticiafischborn,False
8159,bruschi441,False
8160,clariel_holanda,False
8161,jacqueschultz,False
8162,gmtz01,False
8163,cstawb,False
8164,paula_eising,False
8165,prof_joanneliese_freitas,False
8166,joaquinzc99,Invalid
8167,josep.retinho,False
8168,engmec_davi,False
8169,_camila_lopes,False
8170,rosangeladiassilveira,False
8171,giovan.a,False
8172,cavalhenri,False
8173,alinegrein,False
8174,ju0rtiz,False
8175,michellepaeze,False
8176,gabiemazo,False
8177,wesley_luchtemberg,False
8178,eng.luanbonjour,False
8179,jheyms_off,False
8180,fer.benante,False
8181,aurizinea_,False
8182,joaovuf,False
8183,taigowww,False
8184,marta_cadaval_volpe,False
8185,rsfilho_jp,False
8186,gabriel__baluta,False
8187,hannahmoraes,Private
8188,dieem.ct,False
8189,matheusveranieiro,False
8190,ykau_lima,False
8191,ana.ywata,False
8192,marcus_meyerr,False
8193,lua.ils,False
8194,manifesto.cafe,False
8195,moraesmx,False
8196,guih_h07,False
8197,beca_blitzkow,False
8198,pedro.francielle,False
8199,fabiolatdfernandes,False
8200,lucasramos2242,False
8201,gustavo_marchioro,False
8202,math_vergutz,False
8203,emanuellelci_nelly_chevalier,False
8204,robrowne,False
8205,cultura.td,False
8206,mariaeduardafiori,False
8207,mauricio_adolf,Private
8208,britemay,False
8209,sandra_cristina_z_tavares,Private
8210,valent1na_10,False
8211,ellyvelasques,False
8212,brr_camargo,False
8213,bruno_shin_,False
8214,rafiqsaid1,False
8215,orusso_oficial,False
8216,pedromarszalek,False
8217,erickaalmeidabjj,False
8218,andrey_gui98,False
8219,leitefilmes,False
8220,gustavojakobi,False
8221,georgia.anhaia_,False
8222,gui_s.sales,False
8223,giubt,False
8224,chay_allm,False
8225,heloisa.aphonorio,False
8226,fabriciamontoiafranca,Private
8227,d4n1mon,False
8228,_alison_chaves,False
8229,labpraticaboemia,False
8230,nanda.carvalhou,False
8231,nikoale_c,False
8232,isabelelinharesyoga,Invalid
8233,amanda.t.cunha,False
8234,jeaan.borges,False
8235,lua.seniski,True
8236,joaopedrocastilhocardoso,False
8237,gustavo_hul,False
8238,emi2l1y,False
8239,rebeca.vieiraa,False
8240,apenasfarofa,False
8241,manubvjm,False
8242,isa_oslicki,False
8243,gabi.litzz,False
8244,julia_wpedroso,False
8245,luahrax,False
8246,gustavofaerber,False
8247,joaozp_,False
8248,paattyyys,False
8249,brunov.2021,False
8250,mahkaji,False
8251,marlenewonsovicz,False
8252,juulianads,False
8253,nick_hildebrand,False
8254,nakamuramarcus,False
8255,ferbaiia,False
8256,djhosantos,False
8257,lucianeromanovicz,False
8258,pedro_rbrg,False
8259,waldinei.postigo,False
8260,jorgetarui,False
8261,elaine_monteiro21,False
8262,ac1304,False
8263,chell_oox,False
8264,robsonlimacwb,False
8265,anapaulaistschuk,False
8266,ariannemeduna,False
8267,altair.delimavieira,False
8268,claudiakanoni,False
8269,carloscarvalho8685,True
8270,eduardokpv,False
8271,vitor_tml,False
8272,bryandomainski,False
8273,softwareutfpr,False
8274,giovanaaff,False
8275,gabi_dancoq,True
8276,pedroscalcon,Error
8277,walteralfredobach,False
8278,margawmm,False
8279,_eliane_terra,False
8280,yhuuagencia,False
8281,anavictoria351,False
8282,saude_nas_midias,False
8283,benhur_lkcorrea,False
8284,sandrobittencourt1,False
8285,mvfidelis,False
8286,carliseamaral,Private
8287,leandronogarotto,False
8288,giovanna.arj,False
8289,rafa.bmarques,Private
8290,oberdanfernandesde6,False
8291,edgardogil27,False
8292,flaviane_silv,Private
8293,maribjunghans,False
8294,leandroartigas,False
8295,claudinei_marques_,False
8296,spiceluh,False
8297,alinedemeireles,False
8298,brenno.prz,False
8299,ricardo_laurido,False
8300,toboias_,False
8301,jose.magno.35,False
